 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, rowcost
B mixolydian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
Db aeolian (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
B aeolian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Db locrian (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 158+0:11:2:0:74
B locrian (5#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 8+0:4:0:0:2, 3+0:0:0:0:0, 8+0:5:0:0:3, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 3+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:0, 6+0:4:0:0:2, 2+0:0:0:0:0, 6+0:5:0:0:3, 3+0:1:0:0:0,  ,  , 5+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 135+0:46:2:0:13
Gb major (6b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
F# major (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Eb minor (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:4, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:2:1:0:2, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 112+0:11:2:0:24
D# minor (6#), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:4, 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 8+0:2:0:0:7, 8+0:4:0:0:8, 6+0:0:0:0:4, 8+0:5:0:0:8, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 5+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:3,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:6, 6+0:4:0:0:6, 5+0:0:0:0:4, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:6, 5+0:1:0:0:5, 6+0:2:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 2+0:0:0:0:2, 3+0:1:0:0:3, 177+0:42:0:0:164
Eb minor mel (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:2:1:0:3, 2+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 83+0:11:2:0:26
D# minor mel (6#), 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:4, 3+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 8+0:2:0:0:7, 8+0:4:0:0:8, 7+0:0:0:0:4, 8+0:5:0:0:8, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 6+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:3,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:6, 6+0:4:0:0:6, 5+0:0:0:0:4, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:6, 5+0:1:0:0:5, 6+0:2:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 1+0:0:0:0:1, 3+0:1:0:0:3, 172+0:42:0:0:156
Gb major blues (6b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:7, 4+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:5, 6+0:2:1:0:5, 4+0:1:0:0:3,  , 4+0:0:0:0:2,  ,  ,  , 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2,  ,  , 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 181+0:11:2:0:109
F# major blues (6#), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 8+0:2:0:0:4, 8+0:4:0:0:6, 7+0:0:0:0:1, 8+0:5:0:0:7, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 6+0:0:0:0:1, 5+0:0:1:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:0:0:0:1, 6+0:5:0:0:6, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:4, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:1, 194+0:42:2:0:91
Eb minor blues (6b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:7, 4+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:5, 6+0:2:1:0:5, 4+0:1:0:0:3,  , 4+0:0:0:0:2,  ,  ,  , 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2,  ,  , 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 181+0:11:2:0:109
D# minor blues (6#), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:4, 4+0:0:1:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 8+0:2:0:0:7, 8+0:4:0:0:8, 7+0:0:0:0:4, 8+0:5:0:0:8, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:6, 5+0:1:0:0:5, 6+0:0:0:0:4, 5+0:0:1:0:3, 3+0:0:0:0:3,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:6, 6+0:4:0:0:6, 5+0:0:0:0:4, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:6, 5+0:1:0:0:5, 6+0:2:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 2+0:0:0:0:2, 3+0:1:0:0:3, 186+0:42:2:0:166
Gb dorian (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
F# dorian (6#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 8+0:2:0:0:4, 8+0:4:0:0:6, 7+0:0:0:0:1, 8+0:5:0:0:7, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:0:0:0:1, 6+0:5:0:0:6, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:4, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 180+0:42:0:0:81
Gb phrygian (6b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 158+0:11:2:0:74
F# phrygian (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Gb lydian (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
F# lydian (6#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 8+0:2:0:0:4, 8+0:4:0:0:6, 7+0:0:0:0:1, 8+0:5:0:0:7, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:0:0:0:1, 6+0:5:0:0:6, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:4, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 180+0:42:0:0:81
Gb mixolydian (6b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 158+0:11:2:0:74
F# mixolydian (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Gb aeolian (6b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
