 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, rowcost
D lydian (2#), 3+0:1:0:0:1, 3+0:2:0:0:0, 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 7+0:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 0+0:0:0:0:0, 6+0:5:0:0:3,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:1, 4+0:4:0:0:2, 2+0:1:0:0:0, 7+0:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 178+1:87:3:0:36
Bb mixolydian (2b), 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 4+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 76+0:17:4:0:21
D mixolydian (2#), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:0:0:1, 4+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1,  , 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 126+1:0:3:0:12
Bb aeolian (2b), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1,  , 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 88+0:0:4:0:14
D aeolian (2#), 2+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:1, 6+1:4:0:0:2, 4+0:4:1:0:2, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:0, 3+0:1:0:0:0, 6+0:3:0:0:1, 4+0:4:1:0:2, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 1+0:1:0:0:0, 6+0:5:0:0:2,  , 0+0:0:0:0:0, 1+0:1:0:0:0, 3+0:3:0:0:0, 4+0:4:0:0:2, 2+0:1:0:0:0, 6+0:3:0:0:1, 4+0:4:1:0:2, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 149+1:91:3:0:15
Bb locrian (2b), 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 5+0:2:0:0:3, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 103+0:17:4:0:27
D locrian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 4+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1,  , 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 118+0:0:3:0:13
Eb major (3b), 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 4+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 76+0:17:4:0:21
A major (3#), 3+0:1:0:0:1, 3+0:2:0:0:0, 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 7+0:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 0+0:0:0:0:0, 6+0:5:0:0:3,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:1, 4+0:4:0:0:2, 2+0:1:0:0:0, 7+0:3:0:0:2, 4+0:4:1:0:3, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 178+1:87:3:0:36
C minor (3b), 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1,  , 3+0:2:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 4+0:2:0:0:1, 3+0:1:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 92+0:20:3:0:13
F# minor (3#), 3+0:1:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 6+1:3:0:0:4, 4+0:4:1:0:4, 3+0:2:0:0:3, 3+0:1:0:0:2, 5+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:3:0:0:5, 1+0:0:0:0:1, 3+0:1:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:3, 4+0:3:0:0:4, 3+0:1:0:0:3, 7+0:3:0:0:5, 4+0:4:1:0:4, 3+0:2:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:4, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:3, 4+0:4:0:0:4, 2+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 3+0:2:0:0:3, 3+0:1:0:0:2, 5+0:0:0:0:2, 5+0:1:0:0:3, 6+0:2:0:0:4, 3+0:1:0:0:2, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:2:0:0:3, 185+1:83:3:0:137
C minor mel (3b), 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 3+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1,  , 2+0:2:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:2:0:0:1, 4+0:1:0:0:0, 3+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 104+0:20:3:0:13
F# minor mel (3#), 4+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:3, 3+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 6+1:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:3:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:2, 3+0:2:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:2, 6+0:1:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:4, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 3+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 6+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 218+1:83:3:0:137
Eb major blues (3b), 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+0:1:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0,  , 5+0:2:0:0:3, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 164+0:17:4:0:35
A major blues (3#), 4+0:1:0:0:1, 3+0:2:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:4,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:0:0:2, 4+0:4:0:0:3, 4+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 218+1:87:3:0:57
C minor blues (3b), 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+0:1:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0,  , 5+0:2:0:0:3, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 164+0:17:4:0:35
F# minor blues (3#), 4+0:1:0:0:1, 3+0:2:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:4,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:0:0:2, 4+0:4:0:0:3, 4+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 218+1:87:3:0:57
Eb dorian (3b), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1,  , 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 88+0:0:4:0:14
A dorian (3#), 4+0:1:0:0:1, 3+0:2:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:2, 4+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:5:0:0:4,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 4+0:4:0:0:3, 3+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 211+1:87:3:0:57
