 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, rowcost
D locrian (2#), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 40+0:0:1:0:3
Eb major (3b), 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 38+0:1:1:0:2
A major (3#), 3+0:0:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 6+0:3:1:0:2, 6+0:3:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 8+0:4:0:0:2, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 67+0:27:1:0:9
C minor (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 42+0:5:1:0:3
F# minor (3#), 4+0:0:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:4, 7+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 5+0:2:0:0:3, 3+0:1:0:0:2, 4+0:2:0:0:3, 2+0:0:0:0:2, 4+0:2:0:0:3, 5+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 73+0:27:1:0:47
C minor mel (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 39+0:5:1:0:3
F# minor mel (3#), 4+0:0:0:0:2, 5+0:2:0:0:2, 6+0:2:0:0:4, 8+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:3, 3+0:0:0:0:1, 5+0:2:0:0:3, 3+0:0:0:0:2, 5+0:2:0:0:3, 6+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 83+0:26:1:0:46
Eb major blues (3b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 68+0:0:1:0:13
A major blues (3#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 6+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 79+0:26:1:0:16
C minor blues (3b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 68+0:0:1:0:13
F# minor blues (3#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 6+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 79+0:26:1:0:16
Eb dorian (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 35+0:0:1:0:3
A dorian (3#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Eb phrygian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
A phrygian (3#), 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:1:0:1, 5+0:3:0:0:0, 5+0:4:0:0:2, 5+0:3:0:0:0, 8+0:5:0:0:2, 4+0:3:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+0:31:1:0:5
Eb lydian (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 35+0:0:1:0:3
A lydian (3#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Eb mixolydian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
A mixolydian (3#), 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:1:0:1, 5+0:3:0:0:0, 5+0:4:0:0:2, 5+0:3:0:0:0, 8+0:5:0:0:2, 4+0:3:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+0:31:1:0:5
Eb aeolian (3b), 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 38+0:1:1:0:2
A aeolian (3#), 3+0:0:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 6+0:3:1:0:2, 6+0:3:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 8+0:4:0:0:2, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 67+0:27:1:0:9
Eb locrian (3b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
A locrian (3#), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 8+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 48+0:0:1:0:3
Ab major (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
E major (4#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
F minor (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 48+0:1:1:0:2
C# minor (4#), 3+0:0:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:3, 7+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 3+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 5+0:2:0:0:4, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 81+0:26:1:0:57
F minor mel (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 39+0:1:1:0:2
C# minor mel (4#), 4+0:0:0:0:3, 5+0:2:0:0:4, 6+0:2:0:0:3, 7+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:4, 5+0:0:0:0:1, 6+0:2:0:0:4, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 92+0:26:1:0:57
Ab major blues (4b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 70+0:0:0:0:21
E major blues (4#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 7+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 90+0:26:1:0:26
F minor blues (4b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 70+0:0:0:0:21
C# minor blues (4#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 7+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 90+0:26:1:0:26
Ab dorian (4b), 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 38+0:1:1:0:2
E dorian (4#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Ab phrygian (4b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
E phrygian (4#), 3+0:0:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 6+0:3:1:0:2, 6+0:3:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 8+0:4:0:0:2, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 67+0:27:1:0:9
Ab lydian (4b), 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 38+0:1:1:0:2
E lydian (4#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Ab mixolydian (4b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
E mixolydian (4#), 3+0:0:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 6+0:3:1:0:2, 6+0:3:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 8+0:4:0:0:2, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 67+0:27:1:0:9
Ab aeolian (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
E aeolian (4#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Ab locrian (4b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
E locrian (4#), 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:1:0:1, 5+0:3:0:0:0, 5+0:4:0:0:2, 5+0:3:0:0:0, 8+0:5:0:0:2, 4+0:3:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+0:31:1:0:5
Db major (5b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
B major (5#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 50+0:1:1:0:7
G# minor (5#), 4+0:0:0:0:3, 5+0:2:0:0:5, 6+0:2:0:0:5, 7+0:3:1:0:7, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 4+0:0:1:0:2, 6+0:2:0:0:5, 4+0:0:0:0:3, 6+0:2:0:0:5, 6+0:0:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 90+0:27:2:0:71
Bb minor mel (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 44+0:1:1:0:7
G# minor mel (5#), 5+0:0:0:0:3, 5+0:2:0:0:4, 7+0:2:0:0:5, 8+0:3:1:0:7, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 3+0:0:0:0:2, 6+0:2:0:0:5, 4+0:0:0:0:3, 6+0:2:0:0:5, 7+0:0:0:0:4, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 96+0:27:1:0:70
Db major blues (5b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 80+0:0:1:0:34
B major blues (5#), 5+0:0:0:0:1, 5+0:2:0:0:3, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 6+0:0:0:0:1, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 96+0:26:1:0:38
Bb minor blues (5b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 80+0:0:1:0:34
