 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
Cb dorian (7b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
C# dorian (7#), 1+0:0:0:0:0, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 1+0:1:0:0:1, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 86+0:10:0:0:41
Cb phrygian (7b), 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:2, 7+0:2:0:0:6, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 88+0:10:0:0:56
C# phrygian (7#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Cb lydian (7b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
C# lydian (7#), 1+0:0:0:0:0, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 1+0:1:0:0:1, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 86+0:10:0:0:41
Cb mixolydian (7b), 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:2, 7+0:2:0:0:6, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 88+0:10:0:0:56
C# mixolydian (7#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Cb aeolian (7b), 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 79+0:9:0:0:45
C# aeolian (7#), 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:30
Cb locrian (7b), 0+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:0:0:5, 5+0:0:0:0:3, 2+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:5, 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:4, 5+0:2:0:0:5, 5+0:0:0:0:3, 2+0:1:0:0:2, 4+0:0:0:0:3, 6+0:1:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 88+0:10:0:0:67
C# locrian (7#), 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 76+0:9:0:0:9
