 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, rowcost
D# minor blues (6#), 4+0:0:0:0:3, 3+0:1:0:0:3, 3+0:1:0:0:3, 5+0:1:0:0:5, 6+0:1:0:0:5, 4+0:1:0:0:3, 11+1:4:1:0:9, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:5, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:1:0:0, 9+1:2:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:1:0:0, 7+0:0:0:0:4, 4+0:1:0:0:3, 4+0:0:0:0:3, 3+0:1:0:0:3, 3+0:1:0:0:3, 5+0:2:0:0:5, 6+0:2:0:0:5, 4+0:1:0:0:3, 11+1:4:1:0:9, 4+0:1:0:0:3, 1+0:0:0:0:1, 202+3:65:4:0:174
Gb dorian (6b), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 9+1:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 7+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+1:2:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 108+2:8:0:0:25
F# dorian (6#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:3, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 9+1:2:0:0:4, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 6+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:3, 6+0:2:0:0:3, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 1+0:0:0:0:0, 197+3:65:2:0:101
Gb phrygian (6b), 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:0, 140+2:8:0:0:54
F# phrygian (6#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:1, 11+1:4:1:0:4, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 7+0:3:0:0:3, 7+0:3:0:0:3, 7+0:3:0:0:3, 4+0:2:0:0:2, 7+0:4:0:0:4, 7+0:4:0:0:4, 2+0:0:0:0:0, 10+0:2:0:0:2, 7+0:3:0:0:3, 7+0:3:0:0:3, 7+0:3:0:0:3, 4+0:2:0:0:2, 7+0:4:0:0:4, 7+0:4:0:0:4, 2+0:0:0:0:0, 8+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 11+1:4:1:0:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 193+2:65:2:0:65
Gb lydian (6b), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 9+1:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 7+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+1:2:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 108+2:8:0:0:25
F# lydian (6#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:3, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 9+1:2:0:0:4, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 6+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:3, 6+0:2:0:0:3, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 1+0:0:0:0:0, 197+3:65:2:0:101
Gb mixolydian (6b), 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:0, 140+2:8:0:0:54
F# mixolydian (6#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:1, 11+1:4:1:0:4, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 7+0:3:0:0:3, 7+0:3:0:0:3, 7+0:3:0:0:3, 4+0:2:0:0:2, 7+0:4:0:0:4, 7+0:4:0:0:4, 2+0:0:0:0:0, 10+0:2:0:0:2, 7+0:3:0:0:3, 7+0:3:0:0:3, 7+0:3:0:0:3, 4+0:2:0:0:2, 7+0:4:0:0:4, 7+0:4:0:0:4, 2+0:0:0:0:0, 8+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 11+1:4:1:0:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 193+2:65:2:0:65
Gb aeolian (6b), 4+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 8+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 123+2:8:0:0:29
F# aeolian (6#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:1, 11+1:4:1:0:4, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 7+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:4, 4+0:2:0:0:3, 7+0:4:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 10+0:2:0:0:3, 7+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:4, 4+0:2:0:0:3, 7+0:4:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 7+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 11+1:4:1:0:4, 4+0:1:0:0:1, 1+0:0:0:0:0, 194+2:65:2:0:79
Gb locrian (6b), 4+0:0:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 9+1:2:0:0:6, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 9+0:0:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 9+1:2:0:0:6, 4+0:0:0:0:3, 1+0:0:0:0:1, 165+2:8:0:0:85
F# locrian (6#), 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 10+1:4:1:0:3, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 7+0:3:0:0:2, 7+0:3:0:0:2, 7+0:3:0:0:2, 4+0:2:0:0:1, 7+0:4:0:0:3, 7+0:4:0:0:3, 3+0:0:0:0:1, 9+0:2:0:0:2, 7+0:3:0:0:2, 7+0:3:0:0:2, 7+0:3:0:0:2, 4+0:2:0:0:1, 7+0:4:0:0:3, 7+0:4:0:0:3, 3+0:0:0:0:1, 7+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:1, 3+0:1:0:0:1, 10+1:4:1:0:3, 3+0:1:0:0:0, 1+0:0:0:0:0, 185+2:69:2:0:43
Cb major (7b), 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 8+1:2:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:0, 140+2:8:0:0:54
C# major (7#), 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:3, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 9+1:2:0:0:4, 7+0:3:0:0:5, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 7+0:4:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:0, 6+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:3, 6+0:2:0:0:3, 4+0:1:0:0:2, 11+1:4:1:0:6, 4+0:1:0:0:1, 1+0:0:0:0:0, 197+3:65:2:0:101
Ab minor (7b), 3+0:0:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 107+2:8:0:0:26
A# minor (7#), 4+0:0:0:0:2, 3+0:1:0:0:3, 3+0:1:0:0:3, 5+0:1:0:0:5, 6+0:1:0:0:5, 4+0:1:0:0:3, 11+1:4:1:0:10, 4+0:1:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:4, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:5, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 3+0:0:0:0:1, 9+1:2:0:0:8, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:4, 4+0:0:0:0:2, 3+0:1:0:0:3, 3+0:1:0:0:3, 5+0:2:0:0:5, 6+0:2:0:0:5, 4+0:1:0:0:3, 11+1:4:1:0:10, 4+0:1:0:0:4, 1+0:0:0:0:1, 197+3:65:2:0:178
Ab minor mel (7b), 3+0:0:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 7+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 90+2:8:0:0:29
A# minor mel (7#), 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:1:0:0:5, 6+0:1:0:0:5, 4+0:1:0:0:3, 12+1:4:1:0:10, 4+0:1:0:0:4, 2+0:0:0:0:1, 4+0:1:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:4, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:1, 8+1:2:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 7+0:3:0:0:7, 4+0:2:0:0:4, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:4, 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:2:0:0:5, 4+0:1:0:0:3, 12+1:4:1:0:10, 4+0:1:0:0:4, 0+0:0:0:0:0, 193+3:65:2:0:169
Cb major blues (7b), 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 10+1:2:0:0:8, 4+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 10+0:0:0:0:6, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 8+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 10+1:2:0:0:8, 4+0:0:0:0:3, 1+0:0:0:0:1, 193+2:8:0:0:115
C# major blues (7#), 5+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:0, 10+0:2:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:0, 8+0:0:0:0:2, 4+0:1:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:4, 6+0:2:0:0:4, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 1+0:0:0:0:1, 213+2:65:2:0:138
Ab minor blues (7b), 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 10+1:2:0:0:8, 4+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 10+0:0:0:0:6, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 8+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 10+1:2:0:0:8, 4+0:0:0:0:3, 1+0:0:0:0:1, 193+2:8:0:0:115
A# minor blues (7#), 5+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:0, 10+0:2:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 4+0:0:0:0:0, 8+0:0:0:0:2, 4+0:1:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:4, 6+0:2:0:0:4, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 1+0:0:0:0:1, 213+2:65:2:0:138
Cb dorian (7b), 4+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 8+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 123+2:8:0:0:29
C# dorian (7#), 4+0:0:0:0:0, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:3, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 3+0:0:0:0:0, 8+1:2:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:3:0:0:6, 4+0:2:0:0:3, 7+0:4:0:0:7, 7+0:4:0:0:7, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:4, 6+0:2:0:0:4, 4+0:1:0:0:3, 12+1:4:1:0:7, 4+0:1:0:0:2, 0+0:0:0:0:0, 198+3:65:2:0:127
Cb phrygian (7b), 4+0:0:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 9+1:2:0:0:6, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 9+0:0:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 9+1:2:0:0:6, 4+0:0:0:0:3, 1+0:0:0:0:1, 165+2:8:0:0:85
