 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
B major (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 7+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 11+0:6:1:1:5, 7+0:3:0:0:3,  , 7+0:3:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 176+0:78:9:1:81
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 6+0:0:0:0:1, 8+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 102+0:9:6:1:20
G# minor (5#), 5+0:2:0:0:5, 5+0:2:0:0:5, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 11+0:6:1:1:9, 7+0:3:0:0:7,  , 7+0:3:0:0:7, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:1:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 178+0:76:8:1:154
Bb minor mel (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 5+0:0:1:0:0, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 5+0:0:1:0:0, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 86+0:9:6:1:20
G# minor mel (5#), 5+0:2:0:0:5, 5+0:2:0:0:5, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:5, 1+0:0:0:0:0, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 3+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 4+0:2:0:0:4, 3+0:0:0:0:0, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:5, 1+0:0:0:0:0, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 3+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 11+0:6:1:1:9, 7+0:3:0:0:7,  , 7+0:3:0:0:7, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 175+0:76:7:1:146
Db major blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 10+0:0:0:1:2, 4+0:0:0:0:1,  , 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 137+0:9:4:1:46
B major blues (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 5+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 5+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 5+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 201+0:78:9:1:101
Bb minor blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 10+0:0:0:1:2, 4+0:0:0:0:1,  , 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 137+0:9:4:1:46
G# minor blues (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 5+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 5+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 5+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 201+0:78:9:1:101
Db dorian (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:20
B dorian (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 173+0:78:7:1:94
Db phrygian (5b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 8+0:0:1:1:0, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 99+0:9:2:1:25
B phrygian (5#), 5+0:2:0:0:1, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 183+0:87:9:1:64
Db lydian (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:20
B lydian (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 173+0:78:7:1:94
Db mixolydian (5b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 8+0:0:1:1:0, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 99+0:9:2:1:25
B mixolydian (5#), 5+0:2:0:0:1, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 183+0:87:9:1:64
Db aeolian (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:5, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 1+0:0:0:0:0, 5+0:0:0:0:1, 8+0:0:1:1:2, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 87+0:9:6:1:21
B aeolian (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 7+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 11+0:6:1:1:5, 7+0:3:0:0:3,  , 7+0:3:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 176+0:78:9:1:81
Db locrian (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 3+0:0:0:0:0, 6+0:0:0:0:3, 9+0:0:0:1:1, 4+0:0:0:0:1,  , 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 122+0:9:0:1:43
B locrian (5#), 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 175+0:95:9:1:47
Gb major (6b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:6, 2+0:0:0:0:0, 5+0:0:0:0:2, 8+0:0:1:1:0, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 99+0:9:2:1:25
F# major (6#), 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 3+0:1:1:0:2, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 173+0:78:7:1:94
Eb minor (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:1, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 87+0:9:2:1:18
D# minor (6#), 5+0:2:0:0:5, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:5, 2+0:1:0:0:2, 4+0:4:1:0:4, 7+0:4:1:0:7, 4+0:2:0:0:4, 3+0:0:0:0:1, 6+0:3:0:0:6, 8+0:3:0:0:7, 4+0:2:0:0:4, 3+0:0:0:0:1, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:5, 2+0:1:0:0:2, 4+0:4:1:0:4, 7+0:4:1:0:7, 4+0:2:0:0:4, 3+0:0:0:0:1, 6+0:3:0:0:6, 8+0:3:0:0:7, 11+0:6:1:1:9, 7+0:3:0:0:7,  , 7+0:3:0:0:7, 1+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 169+0:76:7:1:152
