 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
A mixolydian (3#), 2+0:1:0:0:0, 2+0:1:1:0:1, 5+0:3:1:0:2, 5+0:3:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 35+0:13:3:1:7
Eb aeolian (3b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
A aeolian (3#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Eb locrian (3b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
A locrian (3#), 2+0:0:0:0:0, 3+0:0:1:0:2, 4+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 33+0:0:3:1:10
Ab major (4b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
E major (4#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
F minor (4b), 2+0:0:0:0:0, 4+0:2:1:0:2, 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:2, 3+0:0:0:0:0, 45+0:9:3:1:9
C# minor (4#), 3+0:1:0:0:2, 2+0:0:0:0:1, 7+0:3:1:0:6, 7+0:3:0:0:6, 3+0:1:0:0:2, 2+0:0:0:0:2, 7+0:2:0:0:5, 5+0:0:0:1:0, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 51+0:11:1:1:32
F minor mel (4b), 1+0:0:0:0:0, 4+0:2:1:0:2, 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 4+0:3:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:1:0:2, 2+0:0:0:0:0, 36+0:9:3:1:9
C# minor mel (4#), 4+0:1:0:0:2, 3+0:0:0:0:1, 8+0:3:1:0:6, 8+0:3:0:0:6, 4+0:1:0:0:2, 3+0:0:0:0:2, 8+0:2:0:0:5, 5+0:0:0:1:0, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 63+0:11:1:1:32
Ab major blues (4b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
E major blues (4#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 5+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 63+0:11:3:1:14
F minor blues (4b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
C# minor blues (4#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 5+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 63+0:11:3:1:14
Ab dorian (4b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
E dorian (4#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Ab phrygian (4b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
E phrygian (4#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Ab lydian (4b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
E lydian (4#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Ab mixolydian (4b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
E mixolydian (4#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Ab aeolian (4b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
E aeolian (4#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Ab locrian (4b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
E locrian (4#), 2+0:1:0:0:0, 2+0:1:1:0:1, 5+0:3:1:0:2, 5+0:3:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 35+0:13:3:1:7
Db major (5b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
B major (5#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Bb minor (5b), 2+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:1, 51+0:9:3:1:12
G# minor (5#), 4+0:1:0:0:3, 4+0:0:1:0:1, 8+0:3:1:0:7, 8+0:3:0:0:7, 4+0:1:0:0:3, 4+0:0:0:0:3, 7+0:2:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:1:0:1, 3+0:0:0:0:2, 60+0:11:3:0:43
Bb minor mel (5b), 2+0:0:0:0:0, 4+0:2:1:0:2, 5+0:0:1:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:0:0:0:1, 6+0:3:0:1:3, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:2, 3+0:0:0:0:1, 44+0:9:3:1:12
G# minor mel (5#), 5+0:1:0:0:3, 5+0:0:1:0:1, 9+0:3:1:0:7, 8+0:3:0:0:7, 5+0:1:0:0:3, 5+0:0:0:0:3, 8+0:2:0:0:6, 3+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:3, 5+0:1:0:0:3, 5+0:0:1:0:1, 4+0:0:0:0:2, 72+0:11:3:0:43
Db major blues (5b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:1:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:3:1:45
B major blues (5#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Bb minor blues (5b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:1:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:3:1:45
G# minor blues (5#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Db dorian (5b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
B dorian (5#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Db phrygian (5b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
B phrygian (5#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Db lydian (5b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
B lydian (5#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Db mixolydian (5b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
B mixolydian (5#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Db aeolian (5b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
B aeolian (5#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Db locrian (5b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:2:1:45
B locrian (5#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Gb major (6b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
F# major (6#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Eb minor (6b), 2+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:2:1:0:3, 3+0:0:0:0:2, 60+0:9:2:1:24
D# minor (6#), 5+0:1:0:0:4, 6+0:0:1:0:2, 9+0:3:1:0:8, 8+0:3:0:0:8, 6+0:1:0:0:4, 6+0:0:0:0:4, 8+0:2:0:0:7, 5+0:0:0:1:2, 4+0:0:0:0:3, 6+0:0:0:0:4, 5+0:1:0:0:4, 6+0:0:1:0:2, 4+0:0:0:0:3, 78+0:11:3:1:55
Eb minor mel (6b), 2+0:0:0:0:1, 6+0:2:1:0:3, 6+0:0:1:0:1, 3+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:0:0:2, 6+0:0:0:0:2, 5+0:3:0:1:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:2:1:0:3, 3+0:0:0:0:2, 54+0:9:3:1:24
D# minor mel (6#), 5+0:1:0:0:4, 5+0:0:0:0:2, 9+0:3:1:0:8, 8+0:3:0:0:8, 6+0:1:0:0:4, 5+0:0:0:0:3, 9+0:2:0:0:7, 6+0:0:0:1:1, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:3, 79+0:11:1:1:53
Gb major blues (6b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:1:0:4, 7+0:0:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 9+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 82+0:9:3:1:52
F# major blues (6#), 5+0:1:0:0:2, 5+0:0:1:0:0, 9+0:3:1:0:5, 8+0:3:0:0:5, 5+0:1:0:0:2, 5+0:0:0:0:2, 9+0:2:0:0:4, 6+0:0:0:1:2, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:1:0:0:2, 5+0:0:1:0:0, 5+0:0:0:0:1, 78+0:11:3:1:28
Eb minor blues (6b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:1:0:4, 7+0:0:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 9+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 82+0:9:3:1:52
D# minor blues (6#), 5+0:1:0:0:4, 4+0:0:0:0:2, 9+0:3:1:0:8, 8+0:3:0:0:8, 5+0:1:0:0:4, 4+0:0:0:0:3, 9+0:2:0:0:7, 6+0:0:0:1:1, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:3, 75+0:11:1:1:53
Gb dorian (6b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
F# dorian (6#), 5+0:1:0:0:2, 4+0:0:0:0:0, 9+0:3:1:0:5, 8+0:3:0:0:5, 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:2:0:0:4, 6+0:0:0:1:1, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 75+0:11:1:1:26
Gb phrygian (6b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:2:1:45
F# phrygian (6#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Gb lydian (6b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
F# lydian (6#), 5+0:1:0:0:2, 4+0:0:0:0:0, 9+0:3:1:0:5, 8+0:3:0:0:5, 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:2:0:0:4, 6+0:0:0:1:1, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 75+0:11:1:1:26
Gb mixolydian (6b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:2:1:45
F# mixolydian (6#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
Gb aeolian (6b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
F# aeolian (6#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Gb locrian (6b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:4, 7+0:0:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 9+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 82+0:9:2:1:52
F# locrian (6#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Cb major (7b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:2:1:45
